AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,Breed,Color,Age_days,Year,Month,Day,Hour,Minute,Mix,First_Breed,Second_Breed,has_name
A696350,4746,2015-12-15 17:30:00,4,0,1,1292,100,365.0,2015,12,15,17,30,False,159,0,False
A679102,4641,2014-06-10 16:41:00,5,13,0,1515,205,730.0,2014,6,10,16,41,True,184,0,False
A698341,5457,2015-05-16 15:19:00,4,0,1,1594,99,730.0,2015,5,16,15,19,True,202,0,False
A681481,0,2014-06-18 09:00:00,5,15,0,775,97,730.0,2014,6,18,9,0,True,80,0,True
A714177,0,2015-10-20 09:00:00,5,15,0,775,335,90.0,2015,10,20,9,0,True,80,0,True
A689601,17,2014-11-23 18:55:00,1,7,1,1157,346,30.0,2014,11,23,18,55,False,135,42,False
A685062,0,2014-08-05 13:20:00,1,0,0,775,251,60.0,2014,8,5,13,20,True,80,0,True
A672453,0,2014-02-16 19:38:00,1,12,0,772,184,300.0,2014,2,16,19,38,True,79,0,True
A719480,6091,2016-02-09 16:31:00,5,13,0,772,125,730.0,2016,2,9,16,31,True,79,0,False
A702880,7363,2015-06-28 15:33:00,1,0,0,772,156,60.0,2015,6,28,15,33,True,79,0,False
A714494,157,2015-11-01 19:11:00,1,0,1,1023,401,180.0,2015,11,1,19,11,True,124,0,False
A711853,5058,2015-11-07 19:14:00,1,0,0,775,117,60.0,2015,11,7,19,14,True,80,0,False
A688720,0,2014-09-26 18:09:00,1,0,1,686,311,365.0,2014,9,26,18,9,True,70,0,True
A689690,7761,2014-10-22 14:37:00,5,13,1,686,146,180.0,2014,10,22,14,37,True,70,0,False
A679915,4278,2014-06-01 17:48:00,1,0,0,775,43,365.0,2014,6,1,17,48,True,80,0,False
A687991,0,2014-09-12 18:38:00,5,13,0,775,156,21.0,2014,9,12,18,38,True,80,0,True
A707896,7357,2016-02-19 14:58:00,1,7,0,775,117,730.0,2016,2,19,14,58,True,80,0,False
A702014,1958,2015-11-14 13:30:00,1,0,1,288,97,330.0,2015,11,14,13,30,True,35,0,False
A673626,0,2014-03-03 16:58:00,5,13,1,1415,346,90.0,2014,3,3,16,58,True,170,0,True
A652097,4746,2014-02-10 12:34:00,4,0,1,673,99,730.0,2014,2,10,12,34,False,71,0,False
A685180,5138,2014-09-27 12:25:00,5,13,1,1293,257,730.0,2014,9,27,12,25,True,159,0,False
A707442,1620,2015-08-15 11:32:00,1,0,1,1293,146,730.0,2015,8,15,11,32,True,159,0,False
A682599,6593,2014-07-03 18:45:00,1,0,0,766,156,120.0,2014,7,3,18,45,False,78,0,False
A685452,0,2014-08-11 15:17:00,5,13,1,714,257,120.0,2014,8,11,15,17,False,70,42,True
A688067,0,2014-09-15 09:00:00,5,15,0,775,330,150.0,2014,9,15,9,0,True,80,0,True
A714069,3554,2015-12-16 11:28:00,1,7,0,775,20,60.0,2015,12,16,11,28,True,80,0,False
A705924,5125,2015-07-29 15:41:00,5,13,1,553,146,2555.0,2015,7,29,15,41,True,61,0,False
A717167,5362,2016-01-23 16:05:00,1,7,0,775,43,1460.0,2016,1,23,16,5,True,80,0,False
A711639,0,2015-09-10 11:35:00,5,13,0,775,343,21.0,2015,9,10,11,35,True,80,0,True
A716760,1852,2015-12-06 17:08:00,1,0,1,307,43,180.0,2015,12,6,17,8,True,39,0,False
A709048,4046,2015-08-08 17:58:00,1,0,1,1023,43,150.0,2015,8,8,17,58,True,124,0,False
A719048,2787,2016-01-13 11:43:00,4,0,1,1111,359,2920.0,2016,1,13,11,43,False,130,0,False
A707437,0,2015-07-19 17:26:00,1,0,0,775,6,60.0,2015,7,19,17,26,True,80,0,True
A706387,6976,2015-07-06 18:05:00,1,0,0,775,76,30.0,2015,7,6,18,5,True,80,0,False
A720668,0,2016-02-15 18:30:00,4,0,1,1023,359,150.0,2016,2,15,18,30,True,124,0,True
A679341,3394,2014-05-31 13:58:00,5,13,0,775,117,30.0,2014,5,31,13,58,True,80,0,False
A690519,0,2014-10-23 09:00:00,5,15,0,775,70,120.0,2014,10,23,9,0,True,80,0,True
A708769,3698,2015-08-01 11:54:00,1,0,1,553,396,365.0,2015,8,1,11,54,True,61,0,False
A681462,6361,2014-08-10 16:25:00,1,0,1,1080,29,730.0,2014,8,10,16,25,False,124,110,False
A666444,332,2013-11-04 15:50:00,5,13,0,775,335,4015.0,2013,11,4,15,50,True,80,0,False
A701153,0,2015-06-25 09:31:00,1,7,1,726,346,60.0,2015,6,25,9,31,False,70,83,True
A710071,3025,2015-09-01 00:00:00,5,13,0,775,361,60.0,2015,9,1,0,0,True,80,0,False
A714602,6959,2015-10-29 18:44:00,1,0,0,775,117,60.0,2015,10,29,18,44,True,80,0,False
A700707,6337,2015-04-20 14:41:00,1,0,1,1346,30,30.0,2015,4,20,14,41,False,161,80,False
A702563,3791,2015-05-25 11:26:00,4,0,1,589,396,2555.0,2015,5,25,11,26,False,61,106,False
A679441,0,2014-05-21 13:47:00,5,13,0,775,185,4.0,2014,5,21,13,47,True,80,0,True
A715729,4716,2015-11-09 13:24:00,4,0,1,1519,383,1460.0,2015,11,9,13,24,False,185,0,False
A716575,6432,2015-12-22 00:00:00,5,13,1,91,327,730.0,2015,12,22,0,0,True,15,0,False
A714462,5506,2015-11-14 13:26:00,4,0,1,1353,361,365.0,2015,11,14,13,26,True,163,0,False
A717429,1055,2015-12-09 17:05:00,4,0,1,1293,110,730.0,2015,12,9,17,5,True,159,0,False
A687336,0,2014-09-03 18:51:00,5,13,0,772,117,28.0,2014,9,3,18,51,True,79,0,True
A713364,1082,2015-11-13 11:53:00,5,13,0,775,43,365.0,2015,11,13,11,53,True,80,0,False
A701999,4278,2015-05-12 17:39:00,1,0,1,1670,324,730.0,2015,5,12,17,39,False,219,87,False
A664304,0,2013-10-03 12:27:00,5,15,0,775,246,300.0,2013,10,3,12,27,True,80,0,True
A698066,2006,2015-03-07 12:50:00,5,13,1,841,359,1460.0,2015,3,7,12,50,True,98,0,False
A680585,5312,2014-07-16 17:48:00,1,0,0,775,125,120.0,2014,7,16,17,48,True,80,0,False
A699715,301,2015-05-13 11:51:00,5,13,1,516,396,2190.0,2015,5,13,11,51,False,57,80,False
A702246,0,2015-05-15 17:47:00,1,0,1,1165,43,270.0,2015,5,15,17,47,True,136,0,True
A711918,3304,2015-09-19 14:33:00,1,0,1,1003,257,1095.0,2015,9,19,14,33,False,117,99,False
A676430,7086,2014-11-23 12:43:00,1,0,0,775,330,240.0,2014,11,23,12,43,True,80,0,False
A677577,6226,2014-05-01 16:12:00,1,0,1,1411,263,300.0,2014,5,1,16,12,False,168,115,False
A683666,0,2015-09-01 00:00:00,5,13,0,775,380,365.0,2015,9,1,0,0,True,80,0,True
A713754,2952,2015-10-27 16:44:00,1,0,1,497,53,365.0,2015,10,27,16,44,True,57,0,False
A703631,2927,2015-07-03 18:50:00,1,0,1,1023,43,365.0,2015,7,3,18,50,True,124,0,False
A676209,807,2014-07-24 15:02:00,1,7,1,1023,401,90.0,2014,7,24,15,2,True,124,0,False
A667508,936,2013-11-19 18:30:00,4,0,1,553,180,2190.0,2013,11,19,18,30,True,61,0,False
A671105,0,2014-01-21 15:20:00,5,15,0,767,6,365.0,2014,1,21,15,20,True,78,0,True
A676056,7058,2014-04-10 10:13:00,4,0,1,54,327,730.0,2014,4,10,10,13,True,10,0,False
A667963,0,2013-11-30 18:48:00,1,0,1,674,327,1825.0,2013,11,30,18,48,True,71,0,True
A702207,0,2015-05-10 17:16:00,3,16,0,767,251,4380.0,2015,5,10,17,16,True,78,0,True
A672065,2156,2014-04-08 12:50:00,1,0,1,841,285,730.0,2014,4,8,12,50,True,98,0,False
A688852,979,2014-10-18 18:48:00,1,0,1,1023,43,2190.0,2014,10,18,18,48,True,124,0,False
A705885,4629,2015-06-27 18:24:00,1,0,0,775,6,90.0,2015,6,27,18,24,True,80,0,False
A670949,1185,2014-02-01 11:13:00,4,0,1,750,346,240.0,2014,2,1,11,13,True,75,0,False
A665666,7160,2013-12-27 15:49:00,5,13,0,775,6,365.0,2013,12,27,15,49,True,80,0,False
A714575,3224,2015-10-31 15:18:00,5,13,0,775,6,5475.0,2015,10,31,15,18,True,80,0,False
A690480,0,2014-10-22 17:46:00,5,13,1,1353,182,21.0,2014,10,22,17,46,True,163,0,True
A691636,1795,2014-11-13 16:07:00,1,0,1,724,370,150.0,2014,11,13,16,7,False,70,77,False
A678482,0,2014-05-14 19:15:00,1,0,1,1182,43,730.0,2014,5,14,19,15,False,136,88,True
A687785,541,2014-12-30 09:38:00,1,7,1,1639,110,730.0,2014,12,30,9,38,True,216,0,False
A716839,1991,2015-11-27 14:06:00,4,0,1,155,116,730.0,2015,11,27,14,6,True,17,0,False
A718547,0,2016-01-11 14:23:00,1,0,1,1023,327,730.0,2016,1,11,14,23,True,124,0,True
A687989,0,2014-09-12 18:38:00,5,13,0,775,156,21.0,2014,9,12,18,38,True,80,0,True
A694408,2268,2015-05-28 13:14:00,5,13,1,1293,127,365.0,2015,5,28,13,14,True,159,0,False
A698940,0,2015-03-21 09:00:00,5,15,0,775,125,730.0,2015,3,21,9,0,True,80,0,True
A666074,3263,2013-10-30 15:14:00,5,13,0,775,117,28.0,2013,10,30,15,14,True,80,0,False
A675549,4442,2014-04-08 15:29:00,5,13,1,553,370,1460.0,2014,4,8,15,29,True,61,0,False
A682131,0,2014-06-24 19:15:00,5,13,0,775,117,21.0,2014,6,24,19,15,True,80,0,True
A674737,1036,2014-05-27 08:21:00,1,7,0,775,6,60.0,2014,5,27,8,21,True,80,0,False
A719876,5349,2016-02-02 15:58:00,5,13,1,1415,361,365.0,2016,2,2,15,58,True,170,0,False
A676626,5624,2014-05-30 16:54:00,1,7,1,805,146,60.0,2014,5,30,16,54,True,86,0,False
A666478,704,2013-11-04 17:51:00,1,0,1,1206,43,365.0,2013,11,4,17,51,False,137,142,False
A683507,0,2014-07-15 17:26:00,1,0,1,450,147,1095.0,2014,7,15,17,26,True,52,0,True
A487470,4679,2014-01-20 18:40:00,3,1,1,1073,6,3285.0,2014,1,20,18,40,False,124,99,False
A665661,3526,2015-09-07 15:05:00,4,0,0,775,361,730.0,2015,9,7,15,5,True,80,0,False
A668260,0,2013-12-02 14:10:00,5,13,1,909,43,1825.0,2013,12,2,14,10,False,103,0,True
A716964,6041,2015-11-29 18:11:00,4,0,1,553,43,730.0,2015,11,29,18,11,True,61,0,False
A701029,752,2015-05-01 11:04:00,4,0,1,531,99,730.0,2015,5,1,11,4,False,59,0,False
A668506,3280,2015-11-03 16:40:00,4,0,1,840,128,2555.0,2015,11,3,16,40,False,98,0,False
A684709,0,2014-07-28 09:00:00,5,15,0,775,125,365.0,2014,7,28,9,0,True,80,0,True
A616229,6011,2015-11-21 15:21:00,1,0,0,775,43,2190.0,2015,11,21,15,21,True,80,0,False
A680336,979,2014-07-12 20:04:00,1,7,0,775,251,60.0,2014,7,12,20,4,True,80,0,False
A701898,209,2015-05-10 18:38:00,4,0,1,553,313,365.0,2015,5,10,18,38,True,61,0,False
A666971,0,2013-11-14 17:14:00,1,0,0,775,251,60.0,2013,11,14,17,14,True,80,0,True
A691605,1787,2014-11-08 14:41:00,4,0,1,1338,100,2190.0,2014,11,8,14,41,True,161,0,False
A703244,0,2015-05-26 16:02:00,5,13,0,775,125,60.0,2015,5,26,16,2,True,80,0,True
A705111,3720,2015-06-24 15:25:00,1,0,1,553,128,730.0,2015,6,24,15,25,True,61,0,False
A685460,3377,2014-08-19 18:25:00,1,0,0,1515,205,2555.0,2014,8,19,18,25,True,184,0,False
A716890,7621,2015-12-06 12:41:00,1,0,0,775,125,90.0,2015,12,6,12,41,True,80,0,False
A715741,6636,2015-11-19 18:45:00,1,0,1,617,257,1095.0,2015,11,19,18,45,True,64,0,False
A676334,0,2014-04-22 15:35:00,5,15,0,775,6,730.0,2014,4,22,15,35,True,80,0,True
A668122,0,2013-12-01 17:58:00,1,0,1,804,240,2555.0,2013,12,1,17,58,False,86,0,True
A702356,0,2015-05-24 17:25:00,3,16,0,775,368,30.0,2015,5,24,17,25,True,80,0,True
A664842,3542,2013-11-09 19:21:00,4,0,1,1293,146,730.0,2013,11,9,19,21,True,159,0,False
A709067,2167,2015-08-05 00:00:00,4,0,1,378,43,150.0,2015,8,5,0,0,True,42,0,False
A608918,7569,2015-06-02 11:56:00,5,13,1,204,43,1460.0,2015,6,2,11,56,False,21,80,False
A651596,936,2014-03-06 17:13:00,4,0,1,1023,147,730.0,2014,3,6,17,13,True,124,0,False
A720190,4134,2016-02-07 00:00:00,5,13,1,4,346,2555.0,2016,2,7,0,0,True,3,0,False
A676609,979,2014-07-06 12:46:00,1,0,1,1049,99,365.0,2014,7,6,12,46,False,124,44,False
A666504,0,2013-12-11 12:49:00,5,13,0,775,251,30.0,2013,12,11,12,49,True,80,0,True
A693272,3809,2015-01-31 13:33:00,1,0,1,225,29,30.0,2015,1,31,13,33,False,22,67,False
A711607,818,2015-09-20 14:50:00,1,0,0,1139,361,60.0,2015,9,20,14,50,True,132,0,False
A713337,0,2015-10-06 09:00:00,5,15,0,775,46,1095.0,2015,10,6,9,0,True,80,0,True
A672758,1787,2014-07-16 13:48:00,5,13,1,589,327,1460.0,2014,7,16,13,48,False,61,106,False
A658690,5816,2013-10-19 12:58:00,1,0,1,1293,43,365.0,2013,10,19,12,58,True,159,0,False
A708390,6919,2015-08-02 18:49:00,1,0,1,824,43,730.0,2015,8,2,18,49,True,95,0,False
